Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-01,1997,1,1,,,,,,,M,,M,,M,0,"",0,T,0,T,15,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-02,1997,1,2,,,,,,,M,,M,,M,0,"",1.2,"",1.2,"",15,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-03,1997,1,3,,,,,,,M,,M,,M,0,"",1.6,"",1.6,"",24,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-04,1997,1,4,,,,,,,M,,M,,M,0,T,0,T,0,T,21,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-05,1997,1,5,,,,,,,M,,M,,M,10.6,"",17.8,"",28.4,"",31,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-06,1997,1,6,,,,,,,M,,M,,M,0,"",7.6,"",7.6,"",31,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-07,1997,1,7,,,,,,,M,,M,,M,0,"",0,"",0,"",32,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-08,1997,1,8,,,,,,,M,,M,,M,0,"",0,"",0,"",29,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-09,1997,1,9,,,,,,,M,,M,,M,0,"",0,"",0,"",28,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-10,1997,1,10,,,,,,,M,,M,,M,0,"",18.4,"",15.2,"",39,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-11,1997,1,11,,,,,,,M,,M,,M,0,"",0.6,"",0.4,"",43,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-12,1997,1,12,,,,,,,M,,M,,M,0,"",3.2,"",3.2,"",42,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-13,1997,1,13,,,,,,,M,,M,,M,0,"",0,"",0,"",42,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-14,1997,1,14,,,,,,,M,,M,,M,0,"",5.2,"",5.2,"",34,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-15,1997,1,15,,,,,,,M,,M,,M,0,"",0.2,"",0.2,"",34,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-16,1997,1,16,,,,,,,M,,M,,M,0,"",5.9,"",7.6,"",36,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-17,1997,1,17,,,,,,,M,,M,,M,0,"",0,"",0,"",35,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-18,1997,1,18,,,,,,,M,,M,,M,0,"",0.4,"",0.4,"",35,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-19,1997,1,19,,,,,,,M,,M,,M,0,"",3,"",2.8,"",35,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-20,1997,1,20,,,,,,,M,,M,,M,0,"",8.4,"",7.2,"",43,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-21,1997,1,21,,,,,,,M,,M,,M,0,"",0,"",0,"",44,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-22,1997,1,22,,,,,,,M,,M,,M,16.2,"",5.4,"",21.6,"",45,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-23,1997,1,23,,,,,,,M,,M,,M,2.7,"",0,T,2.7,"",38,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-24,1997,1,24,,,,,,,M,,M,,M,0,"",0,T,0,T,38,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-25,1997,1,25,,,,,,,M,,M,,M,6.6,"",9.8,"",15.2,"",46,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-26,1997,1,26,,,,,,,M,,M,,M,0,"",0.8,"",0.8,"",48,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-27,1997,1,27,,,,,,,M,,M,,M,0,"",0,T,0,T,48,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-28,1997,1,28,,,,,,,M,,M,,M,0,"",26.8,"",15.8,"",57,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-29,1997,1,29,,,,,,,M,,M,,M,0,"",0,"",0,"",70,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-30,1997,1,30,,,,,,,M,,M,,M,0,"",0,T,0,T,70,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-01-31,1997,1,31,,,,,,,M,,M,,M,0,"",8.1,"",7.6,"",70,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-02-01,1997,2,1,,,,,,,M,,M,,M,0,"",7.4,"",6.2,"",80,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-02-02,1997,2,2,,,,,,,M,,M,,M,0,"",0,T,0,T,80,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-02-03,1997,2,3,,,,,,,M,,M,,M,0,"",0,T,0,T,80,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-02-04,1997,2,4,,,,,,,M,,M,,M,0,"",0,"",0,"",79,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-02-05,1997,2,5,,,,,,,M,,M,,M,0,"",19.6,"",16.3,"",70,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-02-06,1997,2,6,,,,,,,M,,M,,M,0,"",0,T,0,T,76,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-02-07,1997,2,7,,,,,,,M,,M,,M,0,"",0,T,0,T,72,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-02-08,1997,2,8,,,,,,,M,,M,,M,0,"",0,"",0,"",69,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-02-09,1997,2,9,,,,,,,M,,M,,M,0,"",0,T,0,T,69,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-02-10,1997,2,10,,,,,,,M,,M,,M,0,"",0,T,0,T,69,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-02-11,1997,2,11,,,,,,,M,,M,,M,0,"",1.4,"",1.4,"",68,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-02-12,1997,2,12,,,,,,,M,,M,,M,0,"",4.8,"",4.2,"",71,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-02-13,1997,2,13,,,,,,,M,,M,,M,0,"",0,"",0,"",73,"",,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1997-02-14,1997,2,14,,,,,,,M,,M,,M,0,"",15.6,"",14.4,"",68,"",,,,
