Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-01,1953,1,1,,-7.2,,-22.2,,-14.7,,32.7,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-02,1953,1,2,,-1.7,,-12.8,,-7.3,,25.3,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-03,1953,1,3,,0,,-4.4,,-2.2,,20.2,,0,,0,"",14,"",14,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-04,1953,1,4,,-5,,-15,,-10,,28,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-05,1953,1,5,,-15,,-20.6,,-17.8,,35.8,,0,,0,"",0,T,0,T,,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-06,1953,1,6,,-10,,-22.2,,-16.1,,34.1,,0,,0,"",0,T,0,T,,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-07,1953,1,7,,-11.7,,-19.4,,-15.6,,33.6,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-08,1953,1,8,,-12.2,,-21.1,,-16.7,,34.7,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-09,1953,1,9,,-8.9,,-21.1,,-15,,33,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-10,1953,1,10,,-3.3,,-12.2,,-7.8,,25.8,,0,,1.5,"",0,"",1.5,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-11,1953,1,11,,-1.1,,-8.9,,-5,,23,,0,,0,T,3.3,"",3.3,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-12,1953,1,12,,-6.7,,-11.1,,-8.9,,26.9,,0,,0,"",0.5,"",0.5,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-13,1953,1,13,,-0.6,,-11.7,,-6.2,,24.2,,0,,0,"",0.8,"",0.8,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-14,1953,1,14,,-6.7,,-10,,-8.4,,26.4,,0,,0,"",2.5,"",2.5,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-15,1953,1,15,,1.7,,-9.4,,-3.9,,21.9,,0,,2,"",0,"",2,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-16,1953,1,16,,-13.3,,-13.9,,-13.6,,31.6,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-17,1953,1,17,,-8.3,,-22.8,,-15.6,,33.6,,0,,0,"",5.1,"",5.1,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-18,1953,1,18,,2.2,,-18.3,,-8.1,,26.1,,0,,0,"",7.6,"",7.6,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-19,1953,1,19,,1.1,,-3.3,,-1.1,,19.1,,0,,0,"",0,T,0,T,,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-20,1953,1,20,,-1.1,,-6.7,,-3.9,,21.9,,0,,0,"",0,T,0,T,,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-21,1953,1,21,,-6.7,,-12.2,,-9.5,,27.5,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-22,1953,1,22,,-1.7,,-9.4,,-5.6,,23.6,,0,,0,"",1.3,"",1.3,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-23,1953,1,23,,-1.1,,-5.6,,-3.4,,21.4,,0,,0,T,0,T,0,T,,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-24,1953,1,24,,0.6,,-3.9,,-1.7,,19.7,,0,,7.4,"",0.5,"",7.9,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-25,1953,1,25,,0.6,,-6.1,,-2.8,,20.8,,0,,0,"",2.5,"",2.5,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-26,1953,1,26,,-7.8,,-15,,-11.4,,29.4,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-27,1953,1,27,,-6.1,,-20.6,,-13.4,,31.4,,0,,0,"",5.3,"",5.3,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-28,1953,1,28,,-1.1,,-10.6,,-5.9,,23.9,,0,,0,"",17.8,"",17.8,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-29,1953,1,29,,-10.6,,-15,,-12.8,,30.8,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-30,1953,1,30,,-11.7,,-22.8,,-17.3,,35.3,,0,,0,"",0,T,0,T,,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-01-31,1953,1,31,,3.9,,-15.6,,-5.9,,23.9,,0,,1.3,"",3,"",4.3,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-01,1953,2,1,,-6.1,,-21.1,,-13.6,,31.6,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-02,1953,2,2,,-16.1,,-28.9,,-22.5,,40.5,,0,,0,"",0.5,"",0.5,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-03,1953,2,3,,-10.6,,-20,,-15.3,,33.3,,0,,0,"",0,T,0,T,,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-04,1953,2,4,,-7.2,,-17.8,,-12.5,,30.5,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-05,1953,2,5,,-5.6,,-16.7,,-11.2,,29.2,,0,,0,"",0,T,0,T,,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-06,1953,2,6,,0.6,,-9.4,,-4.4,,22.4,,0,,0,T,1.3,"",1.3,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-07,1953,2,7,,2.2,,-2.8,,-0.3,,18.3,,0,,8.1,"",0,"",8.1,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-08,1953,2,8,,0.6,,-2.2,,-0.8,,18.8,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-09,1953,2,9,,-0.6,,-5,,-2.8,,20.8,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-10,1953,2,10,,-3.3,,-21.1,,-12.2,,30.2,,0,,0,"",0,T,0,T,,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-11,1953,2,11,,-5.6,,-13.3,,-9.5,,27.5,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-12,1953,2,12,,-7.2,,-16.1,,-11.7,,29.7,,0,,0,"",8.9,"",8.9,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-13,1953,2,13,,-3.9,,-9.4,,-6.7,,24.7,,0,,0,"",1.5,"",1.5,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-14,1953,2,14,,-1.7,,-10,,-5.9,,23.9,,0,,0,"",0.3,"",0.3,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-15,1953,2,15,,0,,-5.6,,-2.8,,20.8,,0,,0,"",25.4,"",25.4,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-16,1953,2,16,,-7.2,,-10,,-8.6,,26.6,,0,,0,"",0,T,0,T,,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-17,1953,2,17,,-7.2,,-10.6,,-8.9,,26.9,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-18,1953,2,18,,-9.4,,-15,,-12.2,,30.2,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-19,1953,2,19,,-6.1,,-19.4,,-12.8,,30.8,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-20,1953,2,20,,-0.6,,-16.7,,-8.7,,26.7,,0,,1,"",0,"",1,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-21,1953,2,21,,11.7,,-3.9,,3.9,,14.1,,0,,5.1,"",0,T,5.1,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-22,1953,2,22,,-6.7,,-11.1,,-8.9,,26.9,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-23,1953,2,23,,-8.3,,-18.9,,-13.6,,31.6,,0,,0,"",0.5,"",0.5,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-24,1953,2,24,,-1.1,,-15.6,,-8.4,,26.4,,0,,0,"",1.3,"",1.3,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-25,1953,2,25,,-2.8,,-9.4,,-6.1,,24.1,,0,,0,"",0,"",0,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-26,1953,2,26,,2.8,,-8.3,,-2.8,,20.8,,0,,0,"",4.6,"",4.6,"",,,,,,
-71.38,46.8,QUEBEC/JEAN LESAGE INTL A,7016294,1953-02-27,1953,2,27,,2.2,,-1.1,,0.6,,17.4,,0,,0,"",0,T,0,T,,,,,,
