Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-01,2020,1,1,,-0.9,"",-4.7,"",-2.8,"",20.8,"",0,"",,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-02,2020,1,2,,-0.4,"",-2.9,"",-1.7,"",19.7,"",0,"",,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-03,2020,1,3,,2.1,"",-1.5,"",0.3,"",17.7,"",0,"",,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-04,2020,1,4,,1.2,"",-3.4,"",-1.1,"",19.1,"",0,"",,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-05,2020,1,5,,-3.3,"",-15.1,"",-9.2,"",27.2,"",0,"",,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-06,2020,1,6,,-8.8,"",-16.7,"",-12.8,"",30.8,"",0,"",,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-07,2020,1,7,,-5.7,"",-11,"",-8.4,"",26.4,"",0,"",,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-08,2020,1,8,,-3.4,"",-11,"",-7.2,"",25.2,"",0,"",,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-09,2020,1,9,,-10.8,"",-17,"",-13.9,"",31.9,"",0,"",,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-10,2020,1,10,,0.9,"",-13.3,"",-6.2,"",24.2,"",0,"",,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-11,2020,1,11,,1.9,"",-3.7,"",-0.9,"",18.9,"",0,"",,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-12,2020,1,12,,-3.6,"",-10.9,"",-7.3,"",25.3,"",0,"",,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-13,2020,1,13,,-9.1,"",-14.5,"",-11.8,"",29.8,"",0,"",,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-14,2020,1,14,,-8,"",-20.3,"",-14.2,"",32.2,"",0,"",,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-15,2020,1,15,,-3.3,"",-8.2,"",-5.8,"",23.8,"",0,"",,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-16,2020,1,16,,-3.1,"",-18.8,"",-11,"",29,"",0,"",,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-17,2020,1,17,,,M,,M,,M,,M,,M,,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-18,2020,1,18,,-13.3,"",-26.1,"",-19.7,"",37.7,"",0,"",,M,,M,,M,,,,M,,M
-71.39,46.79,QUEBEC INTL A,7016293,2020-01-19,2020,1,19,,-9.7,"",-15.5,"",-12.6,"",30.6,"",0,"",,M,,M,,M,,,,M,,M
